order_id,customer_id,amount
3,C2211,9904
1,C2584,5052
2,C4684,9000
3,C3775,2628
1,C0713,4849
2,C2414,1352
3,C2982,3554
1,C1364,1498
2,C0827,177
3,C1830,2786
1,C3866,6347
2,C4336,1970
3,C2477,4474
1,C1468,7304
2,C3661,9937
3,C1673,3329
1,C3183,913
2,C2636,9687
3,C1483,7933
1,C3968,9107
2,C3671,2626
3,C1122,4819
1,C3458,5751
2,C0239,7157
3,C1614,1455
1,C0874,7294
2,C3256,2431
3,C4115,7089
1,C2303,3903
2,C3075,6368
3,C4367,3143
1,C1708,7564
2,C0540,8330
3,C2996,8265
1,C2681,2686
2,C1923,5333
3,C2639,283
1,C4707,6830
2,C0318,287
3,C1461,1227
1,C2938,2074
2,C3820,8401
3,C3598,6516
1,C2034,4393
2,C0177,948
3,C1963,7228
1,C2321,2938
2,C4334,8719
3,C3401,4778
1,C2164,3993
2,C1502,3564
3,C3117,8328
1,C1377,7625
2,C3743,4461
3,C0738,127
1,C2474,4180
2,C2825,6798
3,C4432,8671
1,C1486,8176
2,C0032,1969
3,C3675,2253
1,C3430,2994
2,C0357,9580
3,C3527,9786
1,C0222,9181
2,C2629,3478
3,C3120,1854
1,C3889,8473
2,C3917,6845
3,C4956,786
1,C4846,1939
2,C2498,3704
3,C3800,4420
1,C2556,1626
2,C1361,5129
3,C4307,2040
1,C3109,7123
2,C0843,7086
3,C3139,5693
1,C1488,8738
2,C3364,4071
3,C1820,8669
1,C4374,3804
2,C3372,4250
3,C0894,817
1,C1875,7274
2,C0234,7439
3,C4980,4954
1,C4090,24
2,C4941,8268
3,C3476,9720
1,C2403,4989
2,C3816,6268
3,C3423,6003
1,C0671,7116
2,C2980,3013
3,C1285,2417
1,C2184,2767
2,C3562,8670
3,C3165,2941
1,C0645,7578
2,C2980,6149
3,C4854,4403
1,C4924,7918
2,C4021,4797
3,C2231,7952
1,C1713,7768
2,C4242,4289
3,C4777,7553
1,C3518,9467
2,C2769,2960
3,C0091,9178
1,C3567,1142
2,C2625,9070
3,C4622,3654
1,C1689,1324
2,C3725,3447
3,C1624,1172
1,C3785,4089
2,C3135,8506
3,C1486,5996
1,C0165,9242
2,C4354,8928
3,C3386,3584
1,C3099,4592
2,C0507,9078
3,C4670,2167
1,C4375,3557
2,C4312,7059
3,C3674,7216
1,C0078,4871
2,C0856,3846
3,C0740,7239
1,C2265,3667
2,C3994,7257
3,C0397,2756
1,C0376,4556
2,C1352,162
3,C2345,23
1,C1482,8010
2,C3442,7114
3,C2661,6467
1,C0569,6689
2,C1825,903
3,C0210,2725
1,C4205,3711
2,C2736,1273
3,C2620,2490
1,C2080,8947
2,C2505,1171
3,C4827,1500
1,C2113,2820
2,C4967,6107
3,C3756,5157
1,C1841,5386
2,C2674,5885
3,C2423,2236
1,C3218,6766
2,C0657,3978
3,C0044,4451
1,C2547,1820
2,C1355,2229
3,C4208,6351
1,C3619,6670
2,C1793,2989
3,C0627,4805
1,C0268,157
2,C1483,7569
3,C2470,5373
1,C1916,6765
2,C2427,2452
3,C4165,7351
1,C4883,4252
2,C2433,2208
3,C2718,7682
1,C2529,8367
2,C1736,1896
3,C4494,7742
1,C0657,9782
2,C1334,2646
3,C2584,9932
1,C0958,742
2,C0611,9085
3,C0321,310
1,C2274,6262
2,C3440,9059
3,C1528,7015
1,C0080,885
2,C2942,6829
3,C2418,7287
1,C1872,2662
2,C0203,7361
3,C1713,6259
1,C4181,1284
2,C3641,3939
3,C2543,4174
1,C0465,8504
2,C3634,3492
3,C4579,4447
1,C3012,7466
2,C3851,459
3,C2200,4105
1,C3128,5872
2,C1505,5608
3,C0398,4193
1,C1709,1624
2,C1349,2698
3,C2696,491
1,C2924,2651
2,C2611,5794
3,C1004,3564
1,C1891,2352
2,C1555,4587
3,C3288,9960
1,C0295,5979
2,C1465,4743
3,C0740,354
1,C0345,7933
2,C1600,8360
3,C3382,2890
1,C4228,4972
2,C2049,7859
3,C3091,2675
1,C1588,3781
2,C0243,7630
3,C1410,5995
1,C2960,9714
2,C2542,9656
3,C0990,8704
1,C4794,1509
2,C3594,4494
3,C0002,1553
1,C1806,2171
2,C3258,3794
3,C0580,2405
1,C2807,3160
2,C4026,1056
3,C4751,1673
1,C4555,2987
2,C0262,9816
3,C1873,7015
1,C1744,2252
2,C1503,9820
3,C0716,3389
1,C1782,5764
2,C4133,6312
3,C2095,4042
1,C4501,7256
2,C2684,2066
3,C1775,1174
1,C4498,7416
2,C0293,6684
3,C1137,9316
1,C0746,9445
2,C2424,691
3,C4792,1281
1,C4427,1239
2,C0047,1044
3,C3234,2884
1,C3092,2956
2,C1731,3081
3,C2810,2329
1,C3896,7404
2,C1396,9051
3,C0891,3075
1,C3782,1998
2,C2565,4621
3,C1173,2551
1,C3144,8028
2,C4582,637
3,C0278,4995
1,C0145,5920
2,C1237,896
3,C4857,1028
1,C1847,6870
2,C3841,4803
3,C0716,128
1,C4152,3580
2,C4681,9951
3,C4980,3275
1,C2536,9634
2,C3923,154
3,C4637,1955
1,C4690,9941
2,C3680,8963
3,C1929,6049
1,C1661,2075
2,C3625,4683
3,C2189,1211
1,C2516,6404
2,C1057,6514
3,C0903,2391
1,C0273,7897
2,C0599,1660
3,C3754,1094
1,C3913,5634
2,C3953,6219
3,C1798,2857
1,C1322,5037
2,C2902,8601
3,C1447,6186
1,C4688,4265
2,C3280,3295
3,C4958,8024
1,C0159,1422
2,C1047,3617
3,C0989,7087
1,C0220,1360
2,C3927,8987
3,C3746,8839
1,C0366,770
2,C0757,3866
3,C2655,1478
1,C4147,3355
2,C4850,3978
3,C1077,358
1,C0745,1254
2,C3564,5990
3,C1606,8382
1,C1866,3448
2,C2739,2178
3,C3705,3094
1,C4467,5395
2,C0236,1249
3,C2034,7545
1,C0230,8818
2,C0138,1071
3,C0537,1920
1,C0172,9906
2,C1419,4673
3,C2883,8911
1,C4951,300
2,C4772,6585
3,C2824,5589
1,C3377,596
2,C3529,2893
3,C3049,8277
1,C3806,1278
2,C4750,8305
3,C4142,13
1,C2303,7562
2,C1617,535
3,C0281,5397
1,C3369,6651
2,C0102,3698
3,C3986,1953
1,C2883,972
2,C4149,8512
3,C2908,61
1,C1545,7835
2,C0923,468
3,C1304,5430
1,C3974,9269
2,C1425,2310
3,C0992,9019
1,C1999,3393
2,C4667,4362
3,C0656,845
1,C0769,6872
2,C3377,9044
3,C1445,5113
1,C4935,6298
2,C2370,9221
3,C4488,8359
1,C0803,5710
2,C3573,1829
3,C4439,9528
1,C4287,9950
2,C4618,9191
3,C2931,9507
1,C1147,9366
2,C0899,9952
3,C1504,2697
1,C3083,9315
2,C4581,5549
3,C0350,5773
1,C2772,6128
2,C0388,5182
3,C1105,8208
1,C4309,9684
2,C3295,2820
3,C4561,9165
1,C4818,3656
2,C1417,111
3,C4830,6607
1,C0990,3990
2,C2761,3664
3,C0472,7996
1,C3615,1968
2,C2932,8793
3,C2654,9329
1,C0850,2254
2,C0900,9669
3,C0909,6644
1,C4191,7800
2,C3587,298
3,C4519,9940
1,C3746,6829
2,C1504,6836
3,C3467,3381
1,C3282,6504
2,C4180,2692
3,C1990,453
1,C2398,3676
2,C0909,7060
3,C4899,4920
1,C3743,2065
2,C2299,3359
3,C1443,63
1,C1718,2018
2,C3295,3781
3,C2659,3972
1,C1914,3787
2,C3908,8512
3,C1159,5145
1,C1039,197
2,C2427,6028
3,C4304,6097
1,C0387,2310
2,C0346,9673
3,C3704,1057
1,C0762,247
2,C4960,8443
3,C1386,2035
1,C0701,7439
2,C0347,7386
3,C0853,8549
1,C3275,7365
2,C1292,2953
3,C4353,8039
1,C1681,3856
2,C3984,4446
3,C3594,3696
1,C1947,9559
2,C3639,7491
3,C3751,3326
1,C3360,5186
2,C4327,8487
3,C4780,6595
1,C3223,9684
2,C1308,5473
3,C3085,1417
1,C1819,4823
2,C3161,5743
3,C4612,7469
1,C0589,6941
2,C1123,7827
3,C0084,6092
1,C1341,9111
2,C0519,9946
3,C0734,5978
1,C2341,697
2,C2803,9483
3,C1171,4092
1,C0241,3831
2,C3389,9282
3,C1595,5139
1,C2822,8364
2,C0784,2354
3,C0838,1064
1,C0012,8916
2,C0564,4810
3,C1776,1123
1,C2956,8106
2,C3809,9867
3,C2470,9256
1,C1400,5562
2,C4205,5488
3,C4595,9609
1,C2969,2482
2,C2379,231
3,C0600,5189
1,C2250,3801
2,C2870,470
3,C2966,9773
1,C3033,8411
2,C1380,5147
3,C2362,4418
1,C4268,9851
2,C2903,4528
3,C4695,5426
1,C3548,4318
2,C4461,9473
3,C4693,8641
1,C0461,8201
2,C3688,3153
3,C3174,9292
1,C3099,7147
2,C3748,8467
3,C1190,2127
1,C1363,3054
2,C3279,8587
3,C4872,9190
1,C0183,1982
2,C3734,8414
3,C4606,890
1,C3584,4153
2,C3415,9328
3,C0102,7814
1,C4375,9365
2,C3716,8511
3,C4768,9585
1,C4734,5486
2,C3104,1341
3,C0429,9327
1,C0281,7114
2,C3622,4607
3,C1763,1530
1,C0265,7412
2,C0425,8317
3,C4534,7650
1,C0091,3598
2,C0308,2679
3,C2090,5221
1,C2721,3348
2,C4098,1512
3,C0350,5473
1,C3094,1756
2,C1197,8865
3,C3293,524
1,C2570,3907
2,C3065,5971
3,C4667,6782
1,C1366,6563
2,C4073,1327
3,C0239,2672
1,C1401,2030
2,C2201,6867
3,C1794,2660
1,C2623,7152
2,C3188,7614
3,C4941,7397
1,C2771,5145
2,C0310,4848
3,C3338,8956
1,C1398,5285
2,C3990,9104
3,C4060,2298
1,C3167,4297
2,C1804,991
3,C3849,4879
1,C1585,8049
2,C1240,8975
3,C1431,252
1,C3801,6561
2,C1335,8073
3,C0063,1333
1,C1457,2281
2,C1597,719
3,C1472,1865
1,C3102,6572
2,C2293,7333
3,C3184,1356
1,C2134,5659
2,C0952,3502
3,C4391,803
1,C0112,8613
2,C2956,3470
3,C0917,73
1,C3721,4662
2,C3454,6667
3,C0609,948
1,C1231,4603
2,C0758,2634
3,C2041,2873
1,C3644,9271
2,C4394,19
3,C3528,8301
1,C4447,9519
2,C3928,8813
3,C1035,931
1,C4820,7822
2,C2622,8239
3,C2884,1572
1,C1547,3515
2,C0164,3717
3,C3442,4574
1,C1448,3670
2,C2139,4847
3,C0630,6451
1,C1414,5033
2,C3551,8203
3,C2469,4547
1,C2527,8235
2,C1212,2741
3,C2348,2333
1,C1883,9526
2,C3556,8142
3,C2544,1619
1,C3083,964
2,C4847,7722
3,C2140,4479
1,C2903,9050
2,C3923,8684
3,C2904,8890
1,C0264,3832
2,C1234,5847
3,C1711,3063
1,C0109,3979
2,C4988,7396
3,C3517,8190
1,C2682,1747
2,C3599,2541
3,C1905,8220
1,C0807,4161
2,C4475,7115
3,C4387,9267
1,C4712,6878
2,C2417,7201
3,C1847,6418
1,C2678,6348
2,C2138,9670
3,C4544,9001
1,C4598,1427
2,C1621,1641
3,C4868,1058
1,C0582,1306
2,C3265,5353
3,C1015,8393
1,C0258,8471
2,C2231,1068
3,C0205,4557
1,C4330,3465
2,C2302,6479
3,C3763,3998
1,C0242,3454
2,C3626,4864
3,C2196,4776
1,C0048,6084
2,C4813,6603
3,C1040,4504
1,C2252,592
2,C4449,2872
3,C3792,1289
1,C1770,4541
2,C0646,1243
3,C0111,7466
1,C2742,8546
2,C1070,97
3,C0265,8303
1,C2782,7001
2,C4340,3235
3,C1819,5475
1,C2805,1156
2,C4095,7696
3,C4247,751
1,C4723,5774
2,C1321,2198
3,C2277,4379
1,C1838,3135
2,C3464,5120
3,C2360,866
1,C3839,9140
2,C2717,7434
3,C3912,1866
1,C3167,6571
2,C4194,2728
3,C2290,2176
1,C4271,6355
2,C1962,1448
3,C0982,8335
1,C3318,1675
2,C1048,417
3,C3632,742
1,C1507,6615
2,C3552,1801
3,C2271,5809
1,C2326,4301
2,C2773,2723
3,C3770,5107
1,C2329,8001
2,C2336,9103
3,C3854,8412
1,C1517,7678
2,C0990,7129
3,C2146,6314
1,C0112,8504
2,C0288,7370
3,C3469,8136
1,C3988,2725
2,C1095,2523
3,C2945,459
1,C2749,306
2,C3352,5692
3,C0215,1339
1,C0498,9785
2,C0191,5487
3,C0124,500
1,C1278,8663
2,C0516,5058
3,C0198,4502
1,C1736,9641
2,C0050,3565
3,C3139,7278
1,C3436,3499
2,C2748,7990
3,C4966,4250
1,C1832,7763
2,C2896,7936
3,C3092,2656
1,C0430,2547
2,C0905,4602
3,C4510,8152
1,C3213,7602
2,C0720,9388
3,C0440,3489
1,C4749,3108
2,C1099,6627
3,C4188,5075
1,C1237,8515
2,C4526,1005
3,C2793,8043
1,C3765,4799
2,C0080,1227
3,C2570,4388
1,C4673,7749
2,C2658,7491
3,C0172,5658
1,C0236,9201
2,C3501,1997
3,C2255,7094
1,C1363,6156
2,C3642,6208
3,C2729,8671
1,C0803,5937
2,C3106,6110
3,C4173,3535
1,C2117,163
2,C3277,2411
3,C3851,2929
1,C1815,3031
2,C0912,489
3,C3889,4985
1,C3307,7687
2,C3841,338
3,C1623,6341
1,C2646,2009
2,C2690,204
3,C4893,8378
1,C3850,507
2,C4191,9947
3,C1899,6680
1,C0387,2050
2,C0912,2783
3,C2634,7968
1,C0421,296
2,C0341,7298
3,C3194,1012
1,C2059,6868
2,C0614,2691
3,C2733,1823
1,C3894,1627
2,C2994,6358
3,C2431,6355
1,C4434,7239
2,C4363,2717
3,C3703,4685
1,C1434,5604
2,C3516,2205
3,C1544,6887
1,C0023,6168
2,C4683,4571
3,C1016,8003
1,C3832,1153
2,C3371,9766
3,C0426,2974
1,C0409,7765
2,C1976,3486
3,C4135,4501
1,C0100,8615
2,C0107,4620
3,C2660,5755
1,C3852,4059
2,C2799,150
3,C0603,6442
1,C1779,1903
2,C4995,7137
3,C2034,9217
1,C1428,4080
2,C1574,2594
3,C1134,5799
1,C1416,8450
2,C1528,7666
3,C0611,4870
1,C4939,156
2,C0520,7567
3,C1785,2347
1,C3099,8914
2,C3446,7881
3,C1314,9083
1,C2303,9188
2,C3082,1594
3,C1753,7774
1,C2937,9550
2,C1794,5638
3,C4247,170
1,C4701,2886
2,C3536,8350
3,C0579,3624
1,C2612,2500
2,C3553,4343
3,C0637,5135
1,C4455,163
2,C2639,72
3,C1167,2769
1,C2410,9533
2,C3835,253
3,C1040,1850
1,C4199,9881
2,C0087,9955
3,C3402,8945
1,C1106,3986
2,C2563,48
3,C1311,6282
1,C2701,7014
2,C1682,1755
3,C2378,8601
1,C3835,5215
2,C3668,3649
3,C4008,1740
1,C1202,7141
2,C2608,3404
3,C3552,6854
1,C2118,4166
2,C3322,8205
3,C4255,4959
1,C3601,6046
2,C2783,265
3,C1739,763
1,C4086,2481
2,C3323,9212
3,C2947,7676
1,C1975,8663
2,C0908,6289
3,C0440,4418
1,C3544,1946
2,C3885,9050
3,C3487,4246
1,C3434,5497
2,C3112,616
3,C0879,5966
1,C1576,3347
2,C3967,2170
3,C3777,1242
1,C3036,4297
2,C4139,3816
3,C2303,9363
1,C3519,8087
2,C3003,4866
3,C1151,1821
1,C0459,5582
2,C1866,24
3,C1707,5826
1,C1205,8105
2,C2116,364
3,C2336,766
1,C0762,5017
2,C3488,9712
3,C3325,9457
1,C4545,9229
2,C4373,7927
3,C1170,39
1,C4398,8967
2,C4695,6825
3,C2361,7838
1,C1695,3612
2,C2950,3322
3,C0597,1876
1,C2176,7304
2,C3089,1871
3,C1311,9330
1,C3305,1939
2,C3293,4512
3,C2749,9067
1,C1030,1379
2,C0761,7378
3,C1722,2268
1,C2247,922
2,C2764,7261
3,C1524,5127
1,C3080,7618
2,C4440,2405
3,C4367,7165
1,C1283,5318
2,C4766,4851
3,C2023,6478
1,C1042,3622
2,C3374,7141
3,C2766,7021
1,C3429,7160
2,C2515,2388
3,C3196,1208
1,C4041,8597
2,C2305,185
3,C3495,2537
1,C3439,6998
2,C4226,9498
3,C2655,4845
1,C0004,751
2,C0439,3739
3,C3601,3871
1,C4855,4650
2,C0793,130
3,C4783,391
1,C0053,350
2,C2563,3216
3,C4824,9046
1,C1782,733
2,C2084,3044
3,C4093,7995
1,C4761,979
2,C1626,6865
3,C1838,8032
1,C2879,5829
2,C3973,2
3,C0969,7118
1,C2602,599
2,C3462,5429
3,C2588,1194
1,C3747,3605
2,C3277,6387
3,C2547,1759
1,C1976,2541
2,C2557,9917
3,C2758,360
1,C2530,1151
2,C4637,8532
3,C0677,8397
1,C4248,3695
2,C1877,7692
3,C1618,9722
1,C3588,5353
2,C3231,8904
3,C4379,9321
1,C3186,3115
2,C2957,7502
3,C4668,4151
1,C4448,6787
2,C3522,4608
3,C2764,8357
1,C1625,9011
2,C1693,4317
3,C3063,7877
1,C1780,961
2,C0531,2190
3,C1640,8959
1,C1577,7333
2,C1225,1545
3,C2395,8355
1,C1670,9511
2,C4905,711
3,C2263,824
1,C1391,6390
2,C1695,9778
3,C3104,91
1,C4849,9875
2,C4692,7320
3,C1038,7878
1,C3469,5415
2,C4660,8473
3,C0338,3939
1,C1829,2796
2,C4704,6695
3,C3655,9299
1,C0103,6898
2,C3692,210
3,C4940,98
1,C1957,9291
2,C2296,7794
3,C1984,7794
1,C1972,2165
2,C1307,853
3,C4491,1766
1,C4720,8777
2,C2864,1248
3,C2808,4970
1,C3032,9471
2,C4057,8961
3,C3988,5422
1,C1227,2862
2,C3125,8440
3,C3101,1183
1,C4613,8438
2,C3184,7524
3,C1317,6270
1,C2837,8565
2,C0464,9403
3,C0133,2619
1,C0364,4601
2,C2847,4297
3,C4141,6203
1,C1774,7960
2,C4662,5068
3,C2301,9350
1,C4807,3657
2,C4692,9909
3,C1551,9174
1,C2507,3459
2,C0240,289
3,C1085,4967
1,C4730,1505
2,C3137,6402
3,C1492,7937
1,C0458,3839
2,C4073,8329
3,C0189,5750
1,C3899,4416
2,C4689,4361
3,C1666,176
1,C3888,7767
2,C1400,6466
3,C0926,9757
1,C2665,6648
2,C1485,8692
3,C1828,305
1,C4787,2678
2,C1053,5986
3,C1783,1219
1,C0996,524
2,C2454,5966
3,C3777,2640
1,C1353,7684
2,C1383,9791
3,C1740,9994
1,C4552,361
2,C1951,9425
3,C0753,3760
1,C0332,1311
2,C4196,7922
3,C3195,1776
1,C0932,2776
2,C2723,8348
3,C4439,4119
1,C3838,3130
2,C1154,7499
3,C0931,3650
1,C4334,8220
2,C4707,1809
3,C4316,7382
1,C3206,1264
2,C0027,4437
3,C3795,3608
1,C4448,6188
2,C3790,5277
3,C2094,9336
1,C2303,2074
2,C0354,4864
3,C2879,1553
1,C2259,8597
2,C3269,3257
3,C2847,2427
1,C2143,5286
2,C1610,5025
3,C2817,791
1,C1189,8954
2,C2620,2446
3,C2001,8582
1,C0936,1403
2,C2543,2083
3,C3021,7673
1,C1160,3262
2,C1193,8988
3,C0436,4194
1,C0151,9314
2,C3094,6657
3,C0806,1242
1,C2120,3840
2,C4320,3414
3,C1225,2419
1,C3588,8972
2,C3287,344
3,C2695,7389
1,C1900,5467
2,C4974,9691
3,C3969,9075
1,C4670,1010
2,C2821,2825
3,C4826,4535
1,C0482,8258
2,C4500,9344
3,C2754,5642
1,C1781,771
2,C2520,2444
3,C3262,3332
1,C4609,8045
2,C1131,520
3,C4478,5255
1,C0582,4203
2,C0315,4791
3,C0091,924
1,C4227,7944
2,C4807,35
3,C0867,9406
1,C1399,2614
2,C1761,937
3,C4654,2441
1,C0872,8428
2,C1849,2428
3,C1688,756
1,C2812,9388
2,C4491,21
3,C0614,4551
1,C1704,8230
2,C0457,4704
3,C2471,6236
1,C1309,9200
2,C2527,3272
3,C4793,9089
1,C1555,6392
2,C2676,7182
3,C2404,6105
1,C3407,4789
2,C1698,708
3,C4719,6099
1,C1525,1915
2,C2381,5130
3,C2325,2242
1,C0105,5481
2,C3380,2661
3,C2902,4766
1,C1944,6336
2,C1930,7674
3,C3411,2041
1,C4533,9223
2,C2811,9147
3,C3097,8486
1,C0054,9062
2,C0960,8261
3,C2182,5634
1,C0059,115
2,C1633,7507
3,C2922,605
1,C4092,7518
2,C0879,82
3,C0446,8104
1,C1459,7161
2,C3447,8868
3,C2737,1730
1,C3712,3698
2,C3520,7080
3,C1953,7575
1,C1358,4797
2,C4789,8653
3,C1438,2030
1,C0346,5040
2,C1980,4376
3,C1837,4763
1,C2501,7137
2,C3210,2287
3,C4884,516
1,C4407,9967
2,C4462,6872
3,C4107,1266
1,C4611,1685
2,C0136,4811
3,C3000,487
1,C1002,7228
2,C2653,9916
3,C4522,7642
1,C3771,3587
2,C0067,2001
3,C3113,7239
1,C4789,6083
2,C3288,5803
3,C2690,9945
1,C0413,4305
2,C3261,1555
3,C2182,3491
1,C3615,9855
2,C1827,3857
3,C4264,6961
1,C0098,6273
2,C1597,499
3,C4473,8576
1,C0629,5425
2,C4960,9222
3,C1929,7796
1,C2362,2263
2,C4594,1266
3,C1241,6965
1,C3251,1008
2,C1306,826
3,C2662,9727
1,C3069,9672
2,C4029,3431
3,C0325,6916
1,C2452,7668
2,C3115,8854
3,C4005,5138
1,C1454,9798
2,C3575,2455
3,C4759,7934
1,C2352,922
2,C2611,7787
3,C4761,5338
1,C2856,5347
2,C1263,2344
3,C2356,6545
1,C3868,27
2,C4603,6755
3,C2865,6144
1,C1897,1890
2,C4084,4758
3,C0002,161
1,C4578,3616
2,C0315,6434
3,C1150,9371
1,C3403,7965
2,C4918,7368
3,C4245,15
1,C4048,5190
2,C4396,6873
3,C2919,6579
1,C3007,946
2,C2037,7788
3,C3835,9585
1,C3369,3801
2,C2309,5309
3,C0678,8287
1,C1653,5326
2,C4744,4298
3,C4864,7208
1,C0503,4485
2,C1715,5685
3,C1261,2716
1,C0567,7417
2,C2313,9984
3,C1362,464
1,C1238,3861
2,C0228,7066
3,C0040,4591
1,C2375,4953
2,C3535,2438
3,C0110,3643
1,C3078,6176
2,C2505,4774
3,C0926,8627
1,C4496,2414
2,C4527,1463
3,C0990,2756
1,C1030,8282
2,C4263,800
3,C3806,7754
1,C4722,654
2,C3837,3361
3,C4864,5890
1,C1954,7610
2,C4494,3328
3,C4453,8445
1,C1696,5567
2,C2581,3862
3,C4123,8404
1,C1104,6729
2,C2617,2370
3,C1131,5069
1,C4916,2908
2,C3530,5612
3,C4417,1455
1,C4781,9567
2,C0761,5905
3,C2315,1016
1,C0214,9544
2,C1776,6664
3,C1372,6890
1,C2981,1315
2,C2671,172
3,C3136,331
1,C3492,4357
2,C4100,3375
3,C1288,6924
1,C1316,4988
2,C4599,5344
3,C4399,5529
1,C1987,4642
2,C2824,5465
3,C4913,2862
1,C0922,7515
2,C3014,3458
3,C0667,3092
1,C4905,7130
2,C4350,1532
3,C2468,8053
1,C3462,7908
2,C0213,8697
3,C0195,651
1,C1149,4882
2,C4927,8026
3,C4885,5292
1,C3005,3430
2,C0934,9273
3,C1272,2849
1,C3434,1273
2,C4350,1795
3,C4692,7234
1,C4410,8311
2,C3068,1527
3,C0977,3170
1,C4158,9882
2,C0156,9945
3,C4654,724
1,C0736,4838
2,C4579,9711
3,C2127,8556
1,C0567,7235
2,C4430,2183
3,C2988,5931
1,C3586,4609
2,C3569,210
3,C0113,7340
1,C0387,8974
2,C4418,1668
3,C0546,4661
1,C0677,5316
2,C1371,6404
3,C1591,1412
1,C2703,9065
2,C1088,7836
3,C4910,688
1,C0539,5547
2,C2813,5436
3,C3666,1953
1,C2963,6808
2,C1196,9630
3,C4648,3099
1,C0024,1635
2,C1934,9999
3,C1294,1717
1,C0806,667
2,C4373,4743
3,C0288,6853
1,C4140,3216
2,C0982,8123
3,C0302,9227
1,C3809,919
2,C3125,7509
3,C4799,8674
1,C3933,4318
2,C1863,7684
3,C3211,6855
1,C4334,3478
2,C0031,22
3,C3216,7190
1,C2878,9868
2,C0572,7686
3,C3055,2436
1,C4143,7269
2,C4939,1026
3,C3576,4608
1,C3077,4679
2,C2096,5268
3,C0761,8365
1,C4759,1604
2,C1877,3042
3,C0372,4757
1,C0431,5139
2,C0849,9358
3,C0018,8182
1,C2445,4793
2,C3453,8777
3,C2648,1167
1,C0302,1234
2,C1121,7600
3,C2191,4733
1,C3026,2880
2,C4538,3351
3,C2724,3352
1,C3088,4769
2,C3951,6341
3,C3356,4687
1,C4690,3439
2,C4197,5817
3,C0134,9665
1,C2901,3923
2,C4155,6784
3,C1868,8477
1,C3177,8010
2,C4862,6783
3,C0700,4768
1,C1066,3175
2,C4246,2997
3,C4951,3191
1,C1170,9274
2,C3395,3694
3,C4459,7676
1,C0762,2925
2,C4012,6534
3,C2382,5577
1,C0038,1627
2,C0837,9197
3,C2557,1333
1,C3520,4410
2,C1916,9994
3,C1292,1681
1,C0597,1915
2,C2649,173
3,C3071,778
1,C1314,4269
2,C2341,1749
3,C2127,388
1,C1930,1602
2,C2845,2329
3,C3791,2258
1,C4334,3809
2,C4990,1354
3,C0406,1630
1,C3150,1808
2,C0948,6089
3,C0804,6285
1,C2508,1318
2,C2734,317
3,C3994,213
1,C2104,6093
2,C1593,1257
3,C3369,9425
1,C4750,1499
2,C0249,8627
3,C2992,8274
1,C1435,6606
2,C2837,8405
3,C3189,9587
1,C1635,5108
2,C2013,996
3,C4317,8544
1,C3500,2402
2,C0998,143
3,C4410,992
1,C2018,2422
2,C3219,9000
3,C4505,1415
1,C2939,9171
2,C2746,3538
3,C4335,1856
1,C2096,323
2,C4216,4608
3,C0636,7138
1,C4481,3615
2,C1358,7807
3,C3933,3764
1,C3868,3509
2,C0860,4926
3,C3357,7424
1,C3860,4444
2,C1728,5687
3,C3531,6955
1,C4636,7493
2,C2270,2101
3,C4076,1885
1,C2716,5828
2,C1800,9455
3,C0262,4514
1,C3844,4899
2,C0105,4271
3,C1707,7733
1,C0099,7398
2,C2466,8448
3,C1846,119
1,C3756,2013
2,C2668,2980
3,C2972,3312
1,C1730,1375
2,C0147,2216
3,C0714,6560
1,C1150,701
2,C4975,9872
3,C4946,671
1,C3826,139
2,C2344,5314
3,C3831,4293
1,C1232,89
2,C2803,3871
3,C3270,8193
1,C0985,392
2,C1698,838
3,C1896,1404
1,C2763,5336
2,C0800,1328
3,C4159,7713
1,C0228,1867
2,C4425,3247
3,C2561,6336
1,C3696,8767
2,C3331,6712
3,C0335,8719
1,C0085,3288
2,C4094,6190
3,C0764,4964
1,C1142,4920
2,C4176,991
3,C0149,7067
1,C0399,2200
2,C0194,4666
3,C4066,4418
1,C0722,3328
2,C0031,7832
3,C4294,9455
1,C1762,9325
2,C3157,7992
3,C0483,9435
1,C4560,7783
2,C3242,7053
3,C0805,3600
1,C2046,570
2,C1756,1379
3,C0873,9343
1,C4027,9774
2,C4840,4614
3,C3548,6825
1,C0996,3266
2,C2434,9218
3,C2707,3298
1,C3009,5531
2,C1041,6860
3,C1234,5630
1,C3414,7131
2,C1449,5207
3,C3370,5070
1,C4710,7144
2,C1103,764
3,C3918,1911
1,C4111,5750
2,C0025,9954
3,C3783,2811
1,C2909,6919
2,C2104,1991
3,C0569,9046
1,C4649,9161
2,C4704,2847
3,C2156,1556
1,C4206,337
2,C4638,4186
3,C4524,7777
1,C3053,7123
2,C3219,8980
3,C4541,6911
1,C3474,9935
2,C1567,3641
3,C0788,3746
1,C3220,7322
2,C4048,3126
3,C1595,3105
1,C0219,6811
2,C2579,7474
3,C1216,2814
1,C1006,1493
2,C2759,6285
3,C4964,9252
1,C2688,9098
2,C0076,7176
3,C1284,8803
1,C2816,2538
2,C4167,1628
3,C0980,9341
1,C0191,7796
2,C4691,2663
3,C2501,3970
1,C4913,2949
2,C3985,7216
3,C3628,1034
1,C1153,9797
2,C4137,8232
3,C3167,2843
1,C3589,8812
2,C4356,6271
3,C0971,3810
1,C0786,4198
2,C1411,9606
3,C0233,8170
1,C4085,5367
2,C2178,9022
3,C2741,9570
1,C1319,8408
2,C3113,2935
